sequence,year,date_original,battle_title,battle_title_zh,state,cwsac,outcome,notes,category,source_url,source_url_zh
389,1861,"June 5, 1861",Battle of Pig Point,,Virginia,,Confederate,"Early skirmish between Union gunboat USS Harriet Lane and a shore battery and rifle company of CSA defenders at Pig Point in Portsmouth, Virginia near Hampton Roads, Virginia.",Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Pig_Point,
390,1861,"June 19, 1861",Battle of Cole Camp,,Missouri,,Confederate,Pro-Confederate Missouri State Guard defeat pro-Union Missouri Home Guard at Cole Camp,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Cole_Camp_(1861),
391,1861,"June 27, 1861",Battle of Mathias Point,,Virginia,,Confederate,"Confederates repulse the Union attack and kill Commander James H. Ward of the Union Potomac Flotilla, the first Union Navy officer killed during the Civil War.",Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Mathias_Point,
392,1861,"July 13, 1861",Battle of Corrick's Ford,,West Virginia (Virginia at the time) [ A ],,Union,Confederate Brig. Gen. Robert S. Garnett is the first general killed in the Civil War.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Corrick's_Ford,
393,1861,"July 17, 1861",Battle of Scary Creek,,West Virginia (Virginia at the time) [ A ],,Confederate,General Cox skirmishes with Confederates in the in Kanawha Valley.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Scary_Creek,
394,1861,"July 25, 1861",First Battle of Mesilla,,New Mexico ( New Mexico Territory at the time),,Confederate,Confederate victory secures the southern part of the New Mexico Territory for the CSA.,Other USA/CSA,https://en.wikipedia.org/wiki/First_Battle_of_Mesilla,
395,1861,"August 5, 1861",Battle of Athens,,Missouri / Iowa,,Union,Union victory in small skirmish on the Iowa-Missouri border,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Athens_(1861),
396,1861,"August 19, 1861",Battle of Charleston (1861) (Missouri),,Missouri,,Union,Union force destroys Confederate camp.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Charleston_(1861),
397,1861,"September 11, 1861",Battle of Lewinsville,,Virginia,,Inconclusive,Minor battle between Confederates under J. E. B. Stuart and Union troops under McClellan in Fairfax County,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Lewinsville,
398,1861,"September 24 –25, 1861",Battle of Canada Alamosa,,New Mexico ( New Mexico Territory at the time),,Confederate,One of several small cavalry skirmishes in Confederate Arizona near the border with Union New Mexico Territory .,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Canada_Alamosa,
399,1861,"October 5, 1861",Battle of Cockle Creek,,Virginia,,Union,Confederate smuggling up the Chincoteague Bay ends.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Cockle_Creek,
400,1861,"October 12, 1861",Battle of the Head of Passes,,Louisiana,,Confederate,Naval forces square-off at the mouth of the Mississippi River.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_the_Head_of_Passes,
401,1861,"November 3 –7, 1861",Battle of Port Royal,,South Carolina,,Union,"Union fleet under S. F. Du Pont capture Confederate forts at Hilton Head, South Carolina.",Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Port_Royal,
402,1861,"December 19, 1861",Skirmish at Blackwater Creek,,Missouri,,Union,Union forces under General Pope capture a newly recruited Missouri State Guard regiment.,Other USA/CSA,https://en.wikipedia.org/wiki/Skirmish_at_Blackwater_Creek,
403,1861,"December 28, 1861",Battle of Sacramento,,Kentucky,,Confederate,Nathan Bedford Forrest's first victory. The Federals are surprised and quickly routed.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Sacramento_(Kentucky),
404,1862,"February 10, 1862",Battle of Elizabeth City,,North Carolina,,Union,Destruction of the Mosquito Fleet .,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Elizabeth_City,
405,1862,"March 30, 1862",Battle of Stanwix Station,,Arizona ( New Mexico Territory at the time),,Union,Westernmost skirmish of the war.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Stanwix_Station,
406,1862,"April 14, 1862",Battle of Peralta,,New Mexico ( New Mexico Territory at the time),,Union,Union forces defeat the 5th Texas Mounted Volunteers.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Peralta,
407,1862,"April 15, 1862",Battle of Picacho Pass,,Arizona ( New Mexico Territory at the time),,Confederate,Confederate pickets defeat Union cavalry patrol.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Picacho_Pass,
408,1862,"May 19, 1862",Battle of Whitney's Lane,,Arkansas,,Union,"Union campaign towards Little Rock, Arkansas halted.",Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Whitney's_Lane,
409,1862,"May 20, 1862",Capture of Tucson (1862),,Arizona ( New Mexico Territory at the time),,Union,"A Union force of 2,000 took the city from ten Tucson militiamen without a shot fired.",Other USA/CSA,https://en.wikipedia.org/wiki/Capture_of_Tucson_(1862),
410,1862,"May 23, 1862",Battle of Lewisburg,,West Virginia (Virginia at the time) [ A ],,Union,Troops under Union Gen. George Crook defeat Confederate forces under Gen. Henry Heth,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Lewisburg,
411,1862,"May 29, 1862",First Battle of Pocotaligo,,South Carolina,,Union,Mission objective fulfilled – Charleston & Savannah railroad bridge damaged.,Other USA/CSA,https://en.wikipedia.org/wiki/First_Battle_of_Pocotaligo,
412,1862,"June 6, 1862",Battle of Good's Farm,,Virginia,,Confederate,Skirmish during Jackson's Valley campaign where Turner Ashby was killed.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Good's_Farm,
413,1862,"August 10, 1862",Battle of the Nueces,,Texas,,Confederate,"Union forces massacred by Confederates at Nueces Creek, Texas.",Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_the_Nueces,
414,1862,"August 11, 1862",Battle of Compton's Ferry,,Missouri,,Union,Union forces defeat Confederate forces as they attempted a chaotic retreat.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Compton's_Ferry,
415,1862,"September 1, 1862",Battle of Britton's Lane,,Tennessee,,Confederate,Union forces suffered heavy losses to Confederate forces.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Britton's_Lane,
416,1862,"September 13, 1862",Battle of Charleston (1862),,West Virginia (Virginia at the time) [ A ],,Confederate,Confederate troops occupy Charleston during Kanawha Valley offensive.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Charleston_(1862),
417,1862,"September 14, 1862",Battle of Crampton's Gap,,Maryland,,Union,Union broke the Confederate line and drove through the gap. Confederates were strategically successful in stalling the Union advance and protecting the rear of their forces engaged at Harpers Ferry.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Crampton's_Gap,
418,1862,"October 10 –12, 1862",Raid on Chambersburg,,Pennsylvania,,Inconclusive,Stuart's cavalry moves into Pennsylvania after the Battle of Antietam,Other USA/CSA,https://en.wikipedia.org/wiki/Raid_on_Chambersburg,
419,1862,"October 22, 1862",Battle of Pocotaligo,,South Carolina,,Confederate,Union troops repulsed after minimally damaging the Charleston & Savannah railroad.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Pocotaligo,
420,1862,"October 27 –29, 1862",Skirmish at Island Mound,,Missouri,,Union,Confederate attack and melee fails.,Other USA/CSA,https://en.wikipedia.org/wiki/Skirmish_at_Island_Mound,
421,1862,"October 31 –November 2, 1862",Battle of Unison,,Virginia,,Inconclusive,Stuart's cavalry skirmishes with Union cavalry,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Unison,
422,1862,"December 28, 1862",Battle of Van Buren,,Arkansas,,Union,Union forces secure Northwest Arkansas,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Van_Buren,
423,1863,"February 3 – April 12, 1863",Yazoo Pass Expedition,,Mississippi,,Confederate,Elaborate amphibious Union flanking maneuver is thwarted by Confederates at Fort Pemberton during the Vicksburg campaign.,Other USA/CSA,https://en.wikipedia.org/wiki/Yazoo_Pass_Expedition,
424,1864,"March 1, 1864",Skirmish at Cedar Creek,,Florida,,Inconclusive,Confederates raid near Union occupied Jacksonville .,Other USA/CSA,https://en.wikipedia.org/wiki/Skirmish_at_Cedar_Creek,
425,1863,"April 30, 1863",Battle of Day's Gap,,Alabama,,Confederate,Nathan Bedford Forrest and Union Col. Abel Streight fight Cavalry action for several hours.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Day's_Gap,
426,1863,"June 27, 1863",Battle of Portland Harbor,,Maine,,Union,Naval engagement.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Portland_Harbor,
427,1863,"June 30, 1863",Battle of Sporting Hill,,Pennsylvania,,Inconclusive,Small skirmish during the Gettysburg Campaign was the northernmost engagement of Robert E. Lee's Army of Northern Virginia during the Civil War.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Sporting_Hill,
428,1863,"July 1, 1863",Battle of Carlisle,,Pennsylvania,,Inconclusive,"Small, but strategically important skirmish during the Gettysburg Campaign.",Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Carlisle,
429,1863,"July 2, 1863",Battle of Hunterstown,,Pennsylvania,,Inconclusive,Minor cavalry engagement during the Gettysburg Campaign,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Hunterstown,
430,1863,"July 3, 1863",Battle of Fairfield,,Pennsylvania,,Confederate,Cavalry engagement during the Gettysburg Campaign secured the important Hagerstown Road.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Fairfield,
431,1863,"July 4, 1863",Battle of Tebbs Bend,,Kentucky,,Union,Union infantry defeats Confederate cavalry.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Tebbs_Bend,
432,1863,"July 4 -5, 1863",Fight at Monterey Pass,,Pennsylvania,,Union,Cavalry under Union General Judson Kilpatrick attacked Confederate forces retreating from Gettysburg.,Other USA/CSA,https://en.wikipedia.org/wiki/Fight_at_Monterey_Pass,
433,1863,"July 5 –25, 1863",Jackson Expedition,,Mississippi,,Union,Forces under General William T. Sherman clear General Joseph E. Johnston's relief effort from the Vicksburg area.,Other USA/CSA,https://en.wikipedia.org/wiki/Jackson_Expedition,
434,1863,"July 10, 1863",Battle of Funkstown,,Maryland,,Inconclusive,Action during Lee's retreat to Virginia after the Battle of Gettysburg.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Funkstown,
435,1863,"July 13 –16, 1863",Draft Riots,,New York,,N/A,"The Draft Riots caused a strain on the Union army, and vast amounts of corruption within the draft began to spread from New York to the frontlines.",Other USA/CSA,https://en.wikipedia.org/wiki/Draft_Riots,
436,1863,"July 18, 1863",Wytheville Raid,,Virginia,,Union,Action by mounted forces under Union Colonel John Toland,Other USA/CSA,https://en.wikipedia.org/wiki/Wytheville_Raid,
437,1863,"August 21, 1863","Skirmish near Brooklyn, Kansas",,Kansas,,Inconclusive,Union forces pursue Quantrill's Raiders after the Lawrence Massacre .,Other USA/CSA,"https://en.wikipedia.org/wiki/Skirmish_near_Brooklyn,_Kansas",
438,1863,"August 26 –27, 1863",Battle of White Sulphur Springs,,West Virginia,,Confederate,A confederate brigade halts a Union cavalry raid,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_White_Sulphur_Springs,
439,1863,"August 27, 1863",Battle of Bayou Meto (Battle of Reed's Bridge),,Arkansas,,Confederate,Confederate forces delay the Union advance on Little Rock.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Bayou_Meto,
440,1863,"October 21, 1863",Battle of Cherokee Station,,Alabama,,Union,Confederates suffered heavy losses and retreated after an hour long musket battle.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Cherokee_Station,
441,1863,"October 10, 1863",Battle of James City,,Virginia,,Confederate,Opening of the Bristoe campaign,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_James_City,
442,1863,"October 27, 1863",Battle of Brown's Ferry,,Tennessee,,Union,"Union forces open the ""Cracker Line"" , a supply line to Chattanooga through Brown's Ferry.",Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Brown's_Ferry,
443,1863,"November 3, 1863",Battle of Bayou Bourbeux,,Louisiana,,Confederate,Confederate District of Western Louisiana troops attack the isolated rear guard during Union withdrawal from Opelousas.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Bayou_Bourbeux,
444,1863,"November 6, 1863",Battle of Rogersville,,Tennessee,,Confederate,"Confederate forces under Brig Gen ""Grumble"" Jones captures 775 prisoners of the 2nd East Tennessee (Union) Infantry Regiment and the 7th Ohio Cavalry.",Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Rogersville,
445,1864,"March 18, 1864",Battle of Laredo,,Texas,,Confederate,"Union force sent to destroy 0 5,000 bales of cotton",Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Laredo,
446,1864,"April 13 –14, 1864",Battle of Salyersville,,Kentucky,,Union,Confederates were driven into Salyersville with heavy losses.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Salyersville,
447,1864,"May 6, 1864",Battle of Calcasieu Pass,,Louisiana,,Confederate,Confederates capture two Union gunboats.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Calcasieu_Pass,
448,1864,"May 12, 1864",Battle of Meadow Bridge,,Virginia,,Union,Sheridan forces a crossing of the Chickahominy River during the Overland Campaign,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Meadow_Bridge,
449,1864,"June 19, 1864",Battle of Cherbourg (1864) (Sinking of CSS Alabama ),,"(Naval engagement) Cherbourg, France",,Union,USS Kearsarge sinks CSS Alabama,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Cherbourg_(1864),
450,1864,"July 13, 1864",Battle of Camden Point,,Missouri,,Union,Confederates were ambushed; Camden Point is scorched.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Camden_Point,
451,1864,"July 30, 1864",Battle of Brown's Mill,,Georgia,,Confederate,Cavalry engagement during Atlanta campaign,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Brown's_Mill,
452,1864,"July 31, 1864",Battle of Fort Smith,,Arkansas,,Union,Federal troops maintain control of western Arkansas,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Fort_Smith,
453,1864,"August 17, 1864",Battle of Gainesville,,Florida,,Confederate,"Union failed to take Gainesville, retreated.",Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Gainesville,
454,1864,"September 23 –25, 1864",Battle of Sulphur Creek Trestle,,Alabama,,Confederate,Raid to disrupt Sherman's supply line,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Sulphur_Creek_Trestle,
455,1864,"September 27, 1864",Battle of Marianna,,Florida,,Union,Cavalry raid into Florida panhandle.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Marianna,
456,1864,"October 15, 1864",Capture of Sedalia,,Missouri,,Confederate,Confederate cavalry defeat Union militia,Other USA/CSA,https://en.wikipedia.org/wiki/Capture_of_Sedalia,
457,1864,"October 19, 1864",St. Albans raid,,Vermont,,Confederate,Northernmost land action of the American Civil War,Other USA/CSA,https://en.wikipedia.org/wiki/St._Albans_raid,
458,1864,"October 28, 1864",Battle of Ladiga,,Alabama,,Confederate,"Ferguson 's Brigade, Jackson 's Cavalry Division defends approaches to Jacksonville along Terrapin Creek to Coloma , Alabama.",Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Ladiga,
459,1864,"October 28, 1864",Battle of Morristown,,Tennessee,,Union,Union troops route Confederate forces protecting the railroad junction at Morristown,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Morristown,
460,1864,"December 24, 1864",Battle of Anthony's Hill (Battle of King's Hill),,Tennessee,,Confederate,Forrest turns back Union pursuers after the Battle of Nashville.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Anthony's_Hill,
461,1865,"January 23 –25, 1865",Battle of Trent's Reach,,Virginia,,Union,One of the last naval battles of the war.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Trent's_Reach,
462,1865,"February 2, 1865",Battle of Broxton Bridge,,South Carolina,,Union,Confederate forces forced to retreat from Broxton Bridge after a failed defense. [ 3 ],Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Broxton_Bridge,
463,1865,"February 11, 1865",Battle of Aiken,,South Carolina,,Confederate,Cavalry action between Union Maj. Gen. Hugh Judson Kilpatrick and Confederate Maj. Gen. Joseph Wheeler.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Aiken,
464,1865,"February 20, 1865",Battle of Fort Myers,,Florida,,Union,Southernmost land battle in Florida of the war.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Fort_Myers,
465,1865,"April 13 –15, 1865",Battle of Morrisville,,North Carolina,,Union,Last cavalry battle of the War.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Morrisville,
466,1865,"April 16, 1865",Battle of West Point,,Georgia,,Union,Union victory during final phase of U.S. Civil War.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_West_Point,
467,1865,"April 16, 1865",Battle of Columbus (1865) (Battle of Girard),,Georgia,,Union,Union forces massacred retreating Confederates.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Columbus_(1865),
468,1865,"April 23, 1865",Battle of Munford,,Alabama,,Union,Croxton's Raid in northeast Alabama.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Munford,
469,1865,"May 1, 1865",Battle of Anderson,,South Carolina,,Confederate,"Minor skirmish, Union and Confederates clashed, Confederate forces repelled Union troops, with cavalry and cadet forces.",Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Anderson,
470,1861,August 1861,Siege of Tubac,,Arizona ( New Mexico Territory at the time),,Apache victory. Confederate militia and townspeople flee to Tucson.,,American Indian Wars,https://en.wikipedia.org/wiki/Siege_of_Tubac,
471,1862,"May 5, 1862",First Battle of Dragoon Springs,,Arizona ( New Mexico Territory at the time),,Apache victory. Westernmost Confederate battle fatalities.,,American Indian Wars,https://en.wikipedia.org/wiki/First_Battle_of_Dragoon_Springs,
472,1862,"May 9, 1862",Second Battle of Dragoon Springs,,Arizona ( New Mexico Territory at the time),,Confederate victory. Livestock recaptured.,,American Indian Wars,https://en.wikipedia.org/wiki/Second_Battle_of_Dragoon_Springs,
473,1862,"July 15 –16, 1862",Battle of Apache Pass,,Arizona ( New Mexico Territory at the time),,Apache Wars: Union soldiers fight with Apache warriors.,,American Indian Wars,https://en.wikipedia.org/wiki/Battle_of_Apache_Pass,
474,1862,"August 19 and 23, 1862",Battles of New Ulm,,Minnesota,,Dakota War of 1862: Two battles in the Dakota War of 1862 .,,American Indian Wars,https://en.wikipedia.org/wiki/Battles_of_New_Ulm,
475,1862,"September 2, 1862",Battle of Birch Coulee,,Minnesota,,Dakota War of 1862: Worst defeat of Union forces during the Dakota War of 1862 .,,American Indian Wars,https://en.wikipedia.org/wiki/Battle_of_Birch_Coulee,
476,1862,"September 3, 1862",Battle of Acton,,Minnesota,,"Engagement during the Dakota War of 1862 – a detachment of the 10th Minnesota Infantry Regiment withdraws to the fortified town of Hutchinson, Minnesota .",,American Indian Wars,https://en.wikipedia.org/wiki/Battle_of_Acton,
477,1864,"January 12 –14, 1864",Battle of Canyon de Chelly,,Arizona ( Arizona Territory at the time),,US victory,,American Indian Wars,https://en.wikipedia.org/wiki/Battle_of_Canyon_de_Chelly,
478,1864,"November 25, 1864",First Battle of Adobe Walls,,Texas,,"Texas–Indian wars: Kit Carson fights Kiowa forces to a draw, but manages to destroy their settlement.",,American Indian Wars,https://en.wikipedia.org/wiki/First_Battle_of_Adobe_Walls,
479,1865,"January 8, 1865",Battle of Dove Creek,,Texas,,Kickapoo victory: Texas State Militia and CS troops are defeated by Kickapoo Indians .,,American Indian Wars,https://en.wikipedia.org/wiki/Battle_of_Dove_Creek,
480,1865,"February 17, 1865",Battle of Fort Buchanan,,Arizona ( Arizona Territory at the time),,Apache victory. Fort Buchanan destroyed.,,American Indian Wars,https://en.wikipedia.org/wiki/Battle_of_Fort_Buchanan,
